ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species
Seq_5918,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Cerasicoccus,NA
Seq_5919,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
Seq_5920,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,NA
Seq_5921,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
Seq_5922,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
Seq_5923,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,NA
Seq_5924,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,NA,NA
Seq_5925,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
Seq_5926,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
Seq_5927,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,NA,NA
Seq_5928,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA
Seq_5929,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,NA,NA
Seq_5930,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,NA,NA
Seq_5931,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
Seq_5932,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
Seq_5933,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,NA
Seq_5934,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,NA
Seq_5935,Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA,NA
Seq_5936,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
Seq_5937,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,NA
Seq_5938,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Labilithrix,NA
Seq_5939,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,NA
Seq_5940,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq_5941,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,NA
Seq_5942,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Promicromonosporaceae,NA,NA
Seq_5943,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7a,NA
Seq_5944,Bacteria,Actinobacteriota,Actinobacteria,PeM15,NA,NA,NA
Seq_5945,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,NA
Seq_5946,Bacteria,Dependentiae,Babeliae,Babeliales,UBA12409,NA,NA
Seq_5947,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,NA,NA
Seq_5948,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA,NA
Seq_5949,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA
Seq_5950,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA,NA
Seq_5951,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq_5952,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,NA
Seq_5953,Bacteria,NA,NA,NA,NA,NA,NA
Seq_5954,Bacteria,NA,NA,NA,NA,NA,NA
Seq_5955,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae_(Subgroup_1),Granulicella,NA
Seq_5956,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseococcus,NA
Seq_5957,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,NA,NA,NA
Seq_5958,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,NA
Seq_5959,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
Seq_5960,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Geminicoccus,NA
Seq_5961,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_13,NA
Seq_5962,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA,NA
Seq_5963,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,NA
Seq_5964,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA,NA
Seq_5965,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,NA
Seq_5966,Bacteria,NA,NA,NA,NA,NA,NA
Seq_5967,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
Seq_5968,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA,NA
Seq_5969,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_13,NA
Seq_5970,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA
Seq_5971,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA,NA
Seq_5972,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA,NA
Seq_5973,Bacteria,Actinobacteriota,Acidimicrobiia,NA,NA,NA,NA
Seq_5974,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
Seq_5975,Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,NA
Seq_5976,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,NA
Seq_5977,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq_5978,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,NA
Seq_5979,Bacteria,Elusimicrobiota,Lineage_IIa,NA,NA,NA,NA
Seq_5980,Eukaryota,NA,NA,NA,NA,NA,NA
Seq_5981,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,NA
Seq_5982,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq_5983,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Candidatus_Ovatusbacter,NA
Seq_5984,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA
Seq_5985,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Allocatelliglobosispora,NA
Seq_5986,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,NA
Seq_5987,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,DEV008,NA
Seq_5988,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,NA,NA
Seq_5989,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Verrucomicrobium,NA
Seq_5990,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Seq_5991,Eukaryota,NA,NA,NA,NA,NA,NA
Seq_5992,Bacteria,Proteobacteria,Alphaproteobacteria,AT-s3-44,NA,NA,NA
Seq_5993,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Patulibacter,NA
Seq_5994,Bacteria,Gemmatimonadota,S0134_terrestrial_group,NA,NA,NA,NA
Seq_5995,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Psychroglaciecola,NA
Seq_5996,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA,NA
Seq_5997,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA,NA
Seq_5998,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,NA,NA
Seq_5999,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA
Seq_6000,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
Seq_6001,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA,NA
Seq_6002,Bacteria,Patescibacteria,Microgenomatia,NA,NA,NA,NA
Seq_6003,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,NA
Seq_6004,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Cephaloticoccus,NA
Seq_6005,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
Seq_6006,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA,NA
Seq_6007,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Candidatus_Berkiella,NA
Seq_6008,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,NA
Seq_6009,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Demequinaceae,Lysinimicrobium,NA
Seq_6010,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,NA
Seq_6011,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriae_or,Acidobacteriae_fa,Paludibaculum,NA
Seq_6012,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
Seq_6013,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA,NA
Seq_6014,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Singulisphaera,NA
Seq_6015,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,NA
Seq_6016,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NA,NA
Seq_6017,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,NA,NA
Seq_6018,Bacteria,Proteobacteria,Alphaproteobacteria,Ferrovibrionales,Ferrovibrionales_fa,Taonella,NA
Seq_6019,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Luedemannella,NA
Seq_6021,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Kaistiaceae,Kaistia,NA
Seq_6022,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,NA,NA
Seq_6023,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA,NA
Seq_6024,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA
Seq_6025,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
Seq_6026,Bacteria,NA,NA,NA,NA,NA,NA
Seq_6027,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,NA
Seq_6028,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,NA,NA
Seq_6029,Bacteria,NA,NA,NA,NA,NA,NA
Seq_6030,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus_Xiphinematobacter,NA
Seq_6031,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,NA,NA,NA
Seq_6032,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA,NA
Seq_6033,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA,NA
Seq_6034,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella,NA
Seq_6035,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,NA
Seq_6036,Bacteria,Chloroflexi,TK10,NA,NA,NA,NA
Seq_6037,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA,NA
Seq_6038,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,AKYG1722,NA,NA
Seq_6039,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,NA
Seq_6040,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,NA
Seq_6041,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA
Seq_6042,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA
Seq_6043,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA
Seq_6044,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA,NA
Seq_6045,Bacteria,Proteobacteria,Alphaproteobacteria,Ferrovibrionales,Ferrovibrionales_fa,Taonella,NA
Seq_6046,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NA,NA
Seq_6047,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Seq_6048,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Labraceae,Labrys,NA
Seq_6049,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,NA
Seq_6050,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA,NA
Seq_6051,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
Seq_6052,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NA,NA
Seq_6053,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,NA,NA
Seq_6054,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,NA
Seq_6055,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA,NA
Seq_6056,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,NA
Seq_6057,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Seq_6058,Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,NA,NA
Seq_6059,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,NA,NA
Seq_6060,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
Seq_6061,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,NA
Seq_6062,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,NA,NA
Seq_6063,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
Seq_6064,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,Elusimicrobium,NA
Seq_6065,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
Seq_6066,Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,NA,NA
Seq_6067,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
Seq_6068,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA,NA
Seq_6069,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA
Seq_6070,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
Seq_6071,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
Seq_6072,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Propionivibrio,NA
Seq_6073,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA
Seq_6074,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,Victivallaceae,NA,NA
Seq_6075,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NA,NA
Seq_6076,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
Seq_6077,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA
Seq_6078,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,NA
Seq_6079,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,NA,NA
Seq_6080,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Mucinivorans,NA
Seq_6081,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Candidatus_Soleaferrea,NA
Seq_6082,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,NA,NA
Seq_6083,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
Seq_6084,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,Victivallaceae,NA,NA
Seq_6085,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,NA,NA
Seq_6086,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,NA,NA
Seq_6087,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
Seq_6088,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
Seq_6089,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
Seq_6090,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
Seq_6091,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA,NA
Seq_6092,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
Seq_6093,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
Seq_6094,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA
Seq_6095,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NA,NA
Seq_6096,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Candidatus_Soleaferrea,NA
Seq_6097,Bacteria,NA,NA,NA,NA,NA,NA
Seq_6098,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
Seq_6099,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,NA,NA,NA
Seq_6100,Bacteria,NA,NA,NA,NA,NA,NA
Seq_6101,Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,UCG-009,NA
Seq_6102,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,NA,NA
Seq_6103,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA
Seq_6104,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Intestinimonas,NA
Seq_6105,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,NA,NA
Seq_6106,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,NA,NA,NA
Seq_6107,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,NA
Seq_6108,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
Seq_6109,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
Seq_6110,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,NA
Seq_6111,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,NA,NA
Seq_6112,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospirales_fa,Hydrogenoanaerobacterium,NA
Seq_6113,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,NA,NA
Seq_6114,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA,NA
Seq_6115,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Colidextribacter,NA
Seq_6116,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
Seq_6117,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
Seq_6118,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
Seq_6119,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA
Seq_6120,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,NA
Seq_6121,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,NA
Seq_6122,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,NA
Seq_6123,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,NA,NA
Seq_6124,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA
Seq_6125,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,NA
Seq_6126,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,NA,NA
Seq_6127,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,nucleatum
Seq_6128,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,pasteri
Seq_6129,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,NA,NA
Seq_6130,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA
Seq_6131,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA
Seq_6132,Bacteria,NA,NA,NA,NA,NA,NA
Seq_6133,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tuzzerella,NA
Seq_6134,Bacteria,Chloroflexi,TK10,NA,NA,NA,NA
Seq_6135,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Candidatus_Soleaferrea,NA
Seq_6136,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Planctopirus,NA
Seq_6137,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,NA
Seq_6138,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,NA,NA,NA
Seq_6139,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,NA
Seq_6140,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,NA,NA
Seq_6141,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Pseudovibrio,NA
Seq_6142,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,NA
Seq_6143,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
Seq_6144,Bacteria,Proteobacteria,Gammaproteobacteria,EC3,NA,NA,NA
Seq_6145,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,NA
Seq_6146,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,NA
Seq_6147,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,NA,NA
Seq_6148,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA,NA
Seq_6149,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA
Seq_6150,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae_(Subgroup_1),NA,NA
Seq_6151,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,NA
Seq_6152,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,NA
Seq_6153,Bacteria,NA,NA,NA,NA,NA,NA
Seq_6154,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae_(Subgroup_1),NA,NA
Seq_6155,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,NA,NA
Seq_6156,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,NA,NA
Seq_6157,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,KF-JG30-B3,NA,NA
Seq_6158,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae_(Subgroup_1),Acidipila,NA
Seq_6159,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA,NA
Seq_6160,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus_Xiphinematobacter,NA
Seq_6161,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,NA
Seq_6162,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Cohnella,NA
Seq_6163,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
Seq_6164,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,NA
Seq_6165,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
Seq_6166,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,Methylacidiphilaceae,NA,NA
Seq_6167,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
Seq_6168,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,NA,NA,NA
Seq_6169,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Anaerovorax,NA
Seq_6170,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,NA,NA
Seq_6171,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,Elusimicrobium,NA
Seq_6172,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
Seq_6173,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Termite_planctomycete_cluster,NA
Seq_6174,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriales_Incertae_Sedis,Raoultibacter,NA
Seq_6175,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
Seq_6176,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,NA,NA
Seq_6177,Bacteria,NA,NA,NA,NA,NA,NA
Seq_6178,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Candidatus_Soleaferrea,NA
Seq_6179,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,NA,NA
Seq_6180,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
Seq_6181,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
Seq_6182,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NA,NA
